timestamp,load_weight,speed,operating_hours,ambient_temp,humidity,time_of_day,maintenance_days_since,contact_cycles,season,building_floors,usage_intensity,system_name,component_name,parameter_name,unit,parameter_value,anomaly_score,severity_level,load_level,operating_level,maintenance_status,deviation_from_baseline,deviation_percentage,environmental_stress,usage_intensity_score,composite_risk_score,hour,day_of_week,month,is_weekend,is_peak_hour,parameter_value_lag1,parameter_value_lag7,anomaly_score_lag1,anomaly_score_lag7,anomaly_score_rolling_mean_7d,anomaly_score_rolling_std_7d,anomaly_score_rolling_mean_30d,anomaly_score_rolling_std_30d,anomaly_level
2023-08-14 22:24:16.019922,86.11451773415149,0.9149312995183475,4709.236354772202,30.276298010813463,72.44058305963061,night,42,96854,summer,10,low,door,门机,openCloseTime,秒,3.038,0.30765417468464384,warning,light,medium,due_soon,0.5379999999999998,21.519999999999992,0.8386443775721115,0.3,0.5397533781856416,22,0,8,False,False,76.303,4.377,0.259674045681518,1.0,0.6692718285484748,0.3637811762504806,0.6692718285484748,0.3637811762504806,中
2023-08-15 02:09:15.019922,99.31440866038032,0.9230022304946081,20.5329681774008,26.297184291663317,83.61570231383143,night,85,764,summer,20,low,door,门锁装置,mechanicalDepth,mm,7.447,0.2463407229271483,normal,light,new,overdue,1.553,17.255555555555553,0.7201109870121175,0.3,0.5553080986672406,2,1,8,False,False,0.326,4.377,0.09176576778065611,1.0,0.5263522333500256,0.3870290411714505,0.5263522333500256,0.3870290411714505,低
2023-08-15 13:08:32.019922,498.7795497686726,1.2135401486989623,12412.172804863669,35.9523814647334,79.52593758753065,afternoon,73,59679,summer,15,medium,door,门锁装置,contactResistance,Ω,0.298,0.030222176072614536,normal,medium,old,overdue,0.19799999999999998,197.99999999999997,1.583386586161606,0.6,0.8795297660340075,13,1,8,False,False,5.475,0.326,1.0,0.09176576778065611,0.4260049858105548,0.4419592531388521,0.49385844701514725,0.4132262602142541,低
2023-08-15 14:14:54.019922,604.3313415173583,1.3116971919954001,9956.115524773535,32.22145750974684,74.42862606576425,afternoon,40,4233,summer,15,medium,door,门锁装置,contactResistance,Ω,0.49,0.2870452791722082,normal,heavy,old,due_soon,0.39,390.0,1.0828614026187904,0.6,0.7027284931431156,14,1,8,False,False,0.786,35.745,0.5285035189891177,0.08618029872341627,0.4950089538835208,0.4124505504508127,0.482380573957216,0.3864737238734169,低
2023-08-15 19:22:27.019922,642.8649658347028,1.7670861397977236,419.5770394333298,29.260384423126368,70.91592251961792,evening,103,73742,summer,25,high,door,门锁装置,contactResistance,Ω,0.057,0.2912244562166435,normal,heavy,new,overdue,0.043000000000000003,43.0,0.6989365053030848,1.0,0.5756361026439912,19,1,8,False,True,1.066,0.786,0.7199466938174628,0.5285035189891177,0.3222889493533918,0.29270473259692614,0.4383183797933226,0.3678044260728832,低
2023-08-16 04:42:05.019922,111.95223166682425,0.5477996512741753,10531.210095572342,25.360102914974465,85.11447839411264,night,118,25628,summer,30,low,door,门机,doorCurrent,A,4.954,0.02784626957460201,normal,light,old,overdue,0.04600000000000026,0.9200000000000051,0.6638722513502624,0.3,0.7886509747961394,4,2,8,False,False,1.199,57.413,0.059666887704131,0.053599147205623685,0.15562336959666892,0.31849876839893326,0.37825495700140266,0.381870743559457,低
2023-08-16 11:10:48.019922,448.9585105305598,1.0595699426696195,9489.930967076192,28.69969891047128,78.43419813938549,morning,10,48642,summer,20,medium,door,门锁装置,contactResistance,Ω,0.811,0.5484651459974927,warning,medium,old,recent,0.7110000000000001,711.0,0.8308248445317652,0.6,0.5248660067048742,11,2,8,False,False,57.506,1.199,0.046102029960566886,0.059666887704131,0.2452995438643268,0.2175031807109262,0.3199591445664912,0.34124028560715924,中
2023-08-16 16:52:56.019922,467.15792884152717,1.0719896346566136,10668.140854067306,33.16437787700326,73.72004332059625,afternoon,68,35289,summer,20,medium,door,门锁装置,contactResistance,Ω,0.475,0.26608487893837834,normal,medium,old,overdue,0.375,375.0,1.1594388707152323,0.6,0.8222549819422365,16,2,8,False,False,15.778,20.572,1.0,0.39529446274404834,0.4450527563380307,0.3642479156818136,0.3389254576933874,0.34442415665087134,低
2023-08-17 08:26:53.019922,943.9347516343762,1.5187577411976645,10124.949771283253,32.85310399084611,85.62236948345684,morning,27,42961,summer,15,high,door,门锁装置,mechanicalDepth,mm,8.858,0.07703413731140976,normal,heavy,old,recent,0.14199999999999946,1.5777777777777717,1.425869636171032,1.0,0.6583322171396279,8,3,8,False,True,66.133,0.475,0.4290602016180536,0.26608487893837834,0.1778210807482913,0.17274022687078633,0.28696447018460974,0.3161188815588742,低
2023-08-17 13:30:41.019922,331.3398153152089,1.4593896156977508,5763.9017022531525,31.563405968222114,78.61270970178913,afternoon,13,76255,summer,25,medium,door,门机,openCloseTime,秒,2.856,0.21345642270216506,normal,medium,medium,recent,0.35599999999999987,14.239999999999995,1.1216583393669395,0.6,0.509568185975996,13,3,8,False,False,14.143,0.022,0.9143099729452338,0.2736581287127814,0.2990957965395954,0.31130800642981066,0.2927448792553777,0.3258460698196032,低
