timestamp,load_weight,speed,operating_hours,ambient_temp,humidity,time_of_day,maintenance_days_since,contact_cycles,season,building_floors,usage_intensity,system_name,component_name,parameter_name,unit,parameter_value,anomaly_score,severity_level,load_level,operating_level,maintenance_status,deviation_from_baseline,deviation_percentage,environmental_stress,usage_intensity_score,composite_risk_score,hour,day_of_week,month,is_weekend,is_peak_hour,parameter_value_lag1,parameter_value_lag7,anomaly_score_lag1,anomaly_score_lag7,anomaly_score_rolling_mean_7d,anomaly_score_rolling_std_7d,anomaly_score_rolling_mean_30d,anomaly_score_rolling_std_30d,anomaly_level
2023-08-15 10:38:11.221880,461.84290862859757,1.066244608555523,39.3763253051338,31.773577432218122,77.32146297963871,morning,69,47108,summer,30,medium,traction,钢丝绳,steelRopeWear,%,2.645,0.14131025088641355,normal,medium,new,overdue,0.645,32.25,1.11039431771278,0.6,0.5897639183401141,10,1,8,False,False,1.784,4.635,0.9351972302979994,1.0,0.3274295527099599,0.306868853087227,0.4483090862878843,0.31636675058463803,低
2023-08-15 16:22:03.221880,683.8260581569178,1.337044457666876,999.4875651225805,31.635079057604653,74.97297062567355,afternoon,3,43239,summer,25,medium,traction,钢丝绳,steelRopeWear,%,6.703,0.10218503696351462,normal,heavy,new,recent,4.703,235.15,1.0378321714023042,0.6,0.36665527922494623,16,1,8,False,False,6.523,0.77,0.7784006076838705,0.5160505915978767,0.3492462365899483,0.3575018187479375,0.44736599640974406,0.3191764835244133,低
2023-08-15 16:24:25.221880,607.6969764190376,0.8028698394576703,1994.035985269621,29.804064226881234,74.33015867037919,afternoon,18,15840,summer,10,medium,traction,制动机,brakingTorque,N·m,312.593,0.14888382563850064,normal,heavy,new,recent,7.406999999999982,2.3146874999999945,0.8386603894476032,0.6,0.3905320405996371,16,1,8,False,False,6.703,19.574,0.10218503696351462,0.17416866547058726,0.3456341166139359,0.3596866484378389,0.4307836535891194,0.31753833624479405,低
2023-08-15 17:32:58.221880,521.7119148946305,1.5445106299123204,15.688688162667773,30.886314026520875,80.02234896377827,afternoon,46,29231,summer,20,high,traction,曳引机,current,A,19.322,0.1333763683698908,normal,medium,new,due_soon,0.8219999999999992,4.443243243243239,1.0891901267465443,1.0,0.5040523412184297,17,1,8,False,True,312.593,9.326,0.14888382563850064,0.2797760665868539,0.3247198740115126,0.3683071952680952,0.4151306385775811,0.3160446423589462,低
2023-08-15 18:12:59.221880,862.0011273489636,1.8977372511539086,0.6613406576871927,32.09219331432657,67.57637359457357,evening,81,36539,summer,10,high,traction,曳引机,current,A,20.456,0.34575763969728757,warning,heavy,new,overdue,1.9559999999999995,10.57297297297297,0.8986286712969963,1.0,0.5995575868913918,18,1,8,False,True,19.322,0.222,0.1333763683698908,0.033685798240398634,0.36930156564821104,0.3453814809352793,0.41166198863356646,0.3080061405465515,中
2023-08-15 18:55:24.221880,610.2021529526302,1.9052265268312814,7977.374975078436,30.525759306033617,67.39919890303372,evening,10,1825,summer,25,high,traction,制动机,brakingTorque,N·m,290.463,0.6237009685573303,warning,heavy,medium,recent,29.536999999999978,9.230312499999993,0.7375559031792047,1.0,0.46016400420962605,18,1,8,False,True,19.899,6.523,0.22684199794433446,0.7784006076838705,0.36078722424879495,0.3140632680996633,0.4360238031192913,0.3127702401790255,中
2023-08-16 02:46:22.221880,118.53263308225218,0.6333353670829136,90.3284867039178,28.380074583760717,78.75930670749582,night,78,96642,summer,30,low,traction,钢丝绳,steelRopeWear,%,0.466,0.27205692639808,normal,light,new,overdue,1.534,76.7,0.8069901260634673,0.3,0.5598928972812428,2,2,8,False,False,18.678,19.322,0.0288051675940243,0.1333763683698908,0.35487303630454686,0.328549594410489,0.3989074379656103,0.31395278342473354,低
2023-08-16 08:58:26.221880,704.4832123706647,1.660214591788135,13864.495152579568,31.22348839796362,83.70916835654889,morning,34,80926,summer,10,high,traction,曳引机,bearingTemperature,°C,57.464,0.04648209038552822,normal,heavy,old,due_soon,7.463999999999999,14.927999999999997,1.2150780487100843,1.0,0.7673591515388053,8,2,8,False,True,7.038,1.406,0.855653087175243,0.04218382137006498,0.3658455232281256,0.38516386352413556,0.4114429089795112,0.3317620965024154,低
2023-08-17 03:51:10.221880,114.1704069852836,0.9755159424503017,11076.783633054278,24.146339786029408,75.87401599606028,night,64,1919,summer,25,low,traction,曳引机,bearingTemperature,°C,39.597,0.21141435581561185,normal,light,old,overdue,10.402999999999999,20.805999999999997,0.31148437850444777,0.3,0.5870159106063925,3,3,8,False,False,1.811,7.038,0.24323949671016118,0.855653087175243,0.43412974848391267,0.40740156442644926,0.40638155597879866,0.35290713586281885,低
2023-08-17 13:06:42.221880,605.5665546822198,1.4453364194171323,838.1796002963544,34.394071599331276,77.2427938983588,afternoon,52,29955,summer,10,medium,traction,曳引机,vibrationSpeed,mm/s,2.783,0.2956657612790591,normal,heavy,new,due_soon,1.583,131.91666666666666,1.3704770073920975,0.6,0.5445521392658449,13,3,8,False,False,0.951,0.942,0.014605624452929688,0.6532513944275542,0.3784923057580422,0.40230073676243844,0.3763299933068786,0.3403940765905358,低
